activityid subid variable value
6412 4 19 tBodyAccstdZ -0.951929615068493
6413 5 19 tBodyAccstdZ -0.952599653972603
6414 6 19 tBodyAccstdZ -0.984672837228916
6415 1 20 tBodyAccstdZ -0.228734217372549
6416 2 20 tBodyAccstdZ -0.229249455098039
6417 3 20 tBodyAccstdZ -0.160938536488889
6418 4 20 tBodyAccstdZ -0.929106396818182
6419 5 20 tBodyAccstdZ -0.913142481643836
6420 6 20 tBodyAccstdZ -0.972571998382353
6421 1 21 tBodyAccstdZ -0.16868872575
6422 2 21 tBodyAccstdZ -0.219707928574468
6423 3 21 tBodyAccstdZ -0.0717893558666667
6424 4 21 tBodyAccstdZ -0.959567861764706
6425 5 21 tBodyAccstdZ -0.946123407078652
6426 6 21 tBodyAccstdZ -0.945653787777778
6427 1 22 tBodyAccstdZ -0.213351968804348
6428 2 22 tBodyAccstdZ -0.109613216345238
6429 3 22 tBodyAccstdZ -0.325722718055556
6430 4 22 tBodyAccstdZ -0.917564853870968
6431 5 22 tBodyAccstdZ -0.942201655238095
6432 6 22 tBodyAccstdZ -0.942945807916667
6433 1 23 tBodyAccstdZ 0.164220685383051
6434 2 23 tBodyAccstdZ 0.10080118935098
6435 3 23 tBodyAccstdZ 0.229898742944444
6436 4 23 tBodyAccstdZ -0.905584390323529
6437 5 23 tBodyAccstdZ -0.929409745147059
6438 6 23 tBodyAccstdZ -0.973223495416667
6439 1 24 tBodyAccstdZ -0.288840016206897
6440 2 24 tBodyAccstdZ -0.255601012881356
6441 3 24 tBodyAccstdZ -0.205566380745455
6442 4 24 tBodyAccstdZ -0.957056111470588
6443 5 24 tBodyAccstdZ -0.930283530144928
6444 6 24 tBodyAccstdZ -0.973566958888889
6445 1 25 tBodyAccstdZ -0.437133403243243
6446 2 25 tBodyAccstdZ -0.296523975076923
6447 3 25 tBodyAccstdZ -0.457972381896552
6448 4 25 tBodyAccstdZ -0.965139552153846
6449 5 25 tBodyAccstdZ -0.964642688108108
6450 6 25 tBodyAccstdZ -0.717262004013699
6451 1 26 tBodyAccstdZ -0.333486502542373
6452 2 26 tBodyAccstdZ -0.404596936545455
6453 3 26 tBodyAccstdZ -0.284807676
6454 4 26 tBodyAccstdZ -0.950004414102564
6455 5 26 tBodyAccstdZ -0.962988401351351
6456 6 26 tBodyAccstdZ -0.984500013157895
6457 1 27 tBodyAccstdZ -0.297318273508772
6458 2 27 tBodyAccstdZ -0.23070787672549
6459 3 27 tBodyAccstdZ -0.240040783340909
6460 4 27 tBodyAccstdZ -0.965858735142857
6461 5 27 tBodyAccstdZ -0.962408444875
6462 6 27 tBodyAccstdZ -0.986636996081081
6463 1 28 tBodyAccstdZ -0.300928395925926
6464 2 28 tBodyAccstdZ -0.28598691372549
6465 3 28 tBodyAccstdZ -0.341031811521739
6466 4 28 tBodyAccstdZ -0.936667245694444
6467 5 28 tBodyAccstdZ -0.905123824177215
6468 6 28 tBodyAccstdZ -0.956450342875
6469 1 29 tBodyAccstdZ -0.242828038264151
6470 2 29 tBodyAccstdZ 0.0995443502346939
6471 3 29 tBodyAccstdZ -0.223177999879167
6472 4 29 tBodyAccstdZ -0.968063878166667
6473 5 29 tBodyAccstdZ -0.980207488923077
6474 6 29 tBodyAccstdZ -0.987255149855072
6475 1 30 tBodyAccstdZ -0.120476783907692
6476 2 30 tBodyAccstdZ 0.0249468034966154
6477 3 30 tBodyAccstdZ -0.217275690290323
6478 4 30 tBodyAccstdZ -0.950654041290323
6479 5 30 tBodyAccstdZ -0.912850596949152
6480 6 30 tBodyAccstdZ -0.967044236428571
6481 1 1 tGravityAccstdX -0.976609642526316
6482 2 1 tGravityAccstdX -0.956367027924528
6483 3 1 tGravityAccstdX -0.950559811632653
6484 4 1 tGravityAccstdX -0.968457145744681
6485 5 1 tGravityAccstdX -0.99376298509434
6486 6 1 tGravityAccstdX -0.8968300184
6487 1 2 tGravityAccstdX -0.972693201355932
6488 2 2 tGravityAccstdX -0.934407739791667
6489 3 2 tGravityAccstdX -0.940361759574468
6490 4 2 tGravityAccstdX -0.979988760869565
6491 5 2 tGravityAccstdX -0.986685818703704
6492 6 2 tGravityAccstdX -0.959014441458333
6493 1 3 tGravityAccstdX -0.97777159137931
6494 2 3 tGravityAccstdX -0.944040819322034
6495 3 3 tGravityAccstdX -0.950061129591837
6496 4 3 tGravityAccstdX -0.957324457884615
6497 5 3 tGravityAccstdX -0.982020428032787
6498 6 3 tGravityAccstdX -0.982512193064516
6499 1 4 tGravityAccstdX -0.983826494833333
6500 2 4 tGravityAccstdX -0.958495235576923
6501 3 4 tGravityAccstdX -0.955258881333333
6502 4 4 tGravityAccstdX -0.9814052948
6503 5 4 tGravityAccstdX -0.972908355892857
6504 6 4 tGravityAccstdX -0.921199965925926
6505 1 5 tGravityAccstdX -0.979348381428571
6506 2 5 tGravityAccstdX -0.95357996893617
6507 3 5 tGravityAccstdX -0.950490938510638
6508 4 5 tGravityAccstdX -0.983137541590909
6509 5 5 tGravityAccstdX -0.974088206071429
6510 6 5 tGravityAccstdX -0.945695336153846
6511 1 6 tGravityAccstdX -0.977779896491228
6512 2 6 tGravityAccstdX -0.959399425098039
6513 3 6 tGravityAccstdX -0.9544062675
6514 4 6 tGravityAccstdX -0.988872369272727
6515 5 6 tGravityAccstdX -0.985583066842105
6516 6 6 tGravityAccstdX -0.887746310350877
6517 1 7 tGravityAccstdX -0.979851271403509
6518 2 7 tGravityAccstdX -0.932823053333333
6519 3 7 tGravityAccstdX -0.964875962978723
6520 4 7 tGravityAccstdX -0.957082433333333
6521 5 7 tGravityAccstdX -0.987917503962264
6522 6 7 tGravityAccstdX -0.914221270096154
6523 1 8 tGravityAccstdX -0.974752050208333
6524 2 8 tGravityAccstdX -0.926673287804878
6525 3 8 tGravityAccstdX -0.945766561578947
6526 4 8 tGravityAccstdX -0.966757967173913
6527 5 8 tGravityAccstdX -0.987690217222222
6528 6 8 tGravityAccstdX -0.918873192333333
6529 1 9 tGravityAccstdX -0.980971973653846
6530 2 9 tGravityAccstdX -0.954383557142857
6531 3 9 tGravityAccstdX -0.952141220714286
6532 4 9 tGravityAccstdX -0.9552804062
6533 5 9 tGravityAccstdX -0.989103160444444
6534 6 9 tGravityAccstdX -0.9218210626
6535 1 10 tGravityAccstdX -0.974435158113208
6536 2 10 tGravityAccstdX -0.959216072340425
6537 3 10 tGravityAccstdX -0.939267613157895
6538 4 10 tGravityAccstdX -0.973128354074074
6539 5 10 tGravityAccstdX -0.991259485
6540 6 10 tGravityAccstdX -0.954531941896552
6541 1 11 tGravityAccstdX -0.98110101440678
6542 2 11 tGravityAccstdX -0.953463105740741
6543 3 11 tGravityAccstdX -0.954497498695652
6544 4 11 tGravityAccstdX -0.988069341132075
6545 5 11 tGravityAccstdX -0.994529398085106
6546 6 11 tGravityAccstdX -0.97956560245614
6547 1 12 tGravityAccstdX -0.97911312
6548 2 12 tGravityAccstdX -0.960246289807692
6549 3 12 tGravityAccstdX -0.959504017391304
6550 4 12 tGravityAccstdX -0.985203642352941
6551 5 12 tGravityAccstdX -0.985314210491803
6552 6 12 tGravityAccstdX -0.936458309333333
6553 1 13 tGravityAccstdX -0.97254492245614
6554 2 13 tGravityAccstdX -0.946441502363636
6555 3 13 tGravityAccstdX -0.952643084042553
6556 4 13 tGravityAccstdX -0.981379112653061
6557 5 13 tGravityAccstdX -0.992232401754386
6558 6 13 tGravityAccstdX -0.957875244677419
6559 1 14 tGravityAccstdX -0.974816884237288
6560 2 14 tGravityAccstdX -0.928523640925926
6561 3 14 tGravityAccstdX -0.919098794
6562 4 14 tGravityAccstdX -0.976280399444444
6563 5 14 tGravityAccstdX -0.972005366333333
6564 6 14 tGravityAccstdX -0.862136937254902
6565 1 15 tGravityAccstdX -0.978397287962963
6566 2 15 tGravityAccstdX -0.952562395625
6567 3 15 tGravityAccstdX -0.942806478333333
6568 4 15 tGravityAccstdX -0.982620883728814
6569 5 15 tGravityAccstdX -0.988432084716981
6570 6 15 tGravityAccstdX -0.961509742916667
6571 1 16 tGravityAccstdX -0.982469595490196
6572 2 16 tGravityAccstdX -0.948413552745098
6573 3 16 tGravityAccstdX -0.957785118085106
6574 4 16 tGravityAccstdX -0.980158243333333
6575 5 16 tGravityAccstdX -0.985359689871795
6576 6 16 tGravityAccstdX -0.963761977857143
6577 1 17 tGravityAccstdX -0.980983351639344
6578 2 17 tGravityAccstdX -0.949460372291667
6579 3 17 tGravityAccstdX -0.950026242173913
6580 4 17 tGravityAccstdX -0.99019661703125
6581 5 17 tGravityAccstdX -0.985751365769231
6582 6 17 tGravityAccstdX -0.961063222394366
6583 1 18 tGravityAccstdX -0.983010882678571
6584 2 18 tGravityAccstdX -0.961738807068966
6585 3 18 tGravityAccstdX -0.960404874545455
6586 4 18 tGravityAccstdX -0.994043771403509
6587 5 18 tGravityAccstdX -0.994270075205479
6588 6 18 tGravityAccstdX -0.982715987538462
6589 1 19 tGravityAccstdX -0.9698614625
6590 2 19 tGravityAccstdX -0.916495992
6591 3 19 tGravityAccstdX -0.899726139487179
6592 4 19 tGravityAccstdX -0.969355010136986
6593 5 19 tGravityAccstdX -0.992411542465753
6594 6 19 tGravityAccstdX -0.958959611084337
6595 1 20 tGravityAccstdX -0.970327266470588
6596 2 20 tGravityAccstdX -0.931405014313725
6597 3 20 tGravityAccstdX -0.940458075111111
6598 4 20 tGravityAccstdX -0.985829034393939
6599 5 20 tGravityAccstdX -0.981916942054795
6600 6 20 tGravityAccstdX -0.928674215147059
6601 1 21 tGravityAccstdX -0.969576355384615
6602 2 21 tGravityAccstdX -0.940911635531915
6603 3 21 tGravityAccstdX -0.940194827777778
6604 4 21 tGravityAccstdX -0.992936404470588
6605 5 21 tGravityAccstdX -0.982906668876405
6606 6 21 tGravityAccstdX -0.945905270555556
6607 1 22 tGravityAccstdX -0.969643448043478
6608 2 22 tGravityAccstdX -0.94063384047619
6609 3 22 tGravityAccstdX -0.941242334722222
6610 4 22 tGravityAccstdX -0.972009988709677
6611 5 22 tGravityAccstdX -0.992827298253968
6612 6 22 tGravityAccstdX -0.928781249027778
6613 1 23 tGravityAccstdX -0.977230903898305
6614 2 23 tGravityAccstdX -0.933344481568627
6615 3 23 tGravityAccstdX -0.950790837407407
6616 4 23 tGravityAccstdX -0.984536722205882
6617 5 23 tGravityAccstdX -0.984610385
6618 6 23 tGravityAccstdX -0.947948758194444
6619 1 24 tGravityAccstdX -0.983132400344828
6620 2 24 tGravityAccstdX -0.962190567457627
6621 3 24 tGravityAccstdX -0.961845327454545
6622 4 24 tGravityAccstdX -0.989660149852941
6623 5 24 tGravityAccstdX -0.992197591884058
6624 6 24 tGravityAccstdX -0.960412164305556
6625 1 25 tGravityAccstdX -0.979499263243243
6626 2 25 tGravityAccstdX -0.950878450307692
6627 3 25 tGravityAccstdX -0.964470066724138
6628 4 25 tGravityAccstdX -0.988879980615385
6629 5 25 tGravityAccstdX -0.993148267702703
6630 6 25 tGravityAccstdX -0.829554947808219
6631 1 26 tGravityAccstdX -0.980055651016949
6632 2 26 tGravityAccstdX -0.962011392181818
6633 3 26 tGravityAccstdX -0.9627219918
6634 4 26 tGravityAccstdX -0.965082925641026
6635 5 26 tGravityAccstdX -0.992678782162162
6636 6 26 tGravityAccstdX -0.944472488552632
6637 1 27 tGravityAccstdX -0.979866136842105
6638 2 27 tGravityAccstdX -0.956433874705882
6639 3 27 tGravityAccstdX -0.946975165
6640 4 27 tGravityAccstdX -0.982445738
6641 5 27 tGravityAccstdX -0.994012162875
6642 6 27 tGravityAccstdX -0.971183862702703
6643 1 28 tGravityAccstdX -0.976693902592593
6644 2 28 tGravityAccstdX -0.944697800196078
6645 3 28 tGravityAccstdX -0.956921542391304
6646 4 28 tGravityAccstdX -0.989132499583333
6647 5 28 tGravityAccstdX -0.990059426582279
6648 6 28 tGravityAccstdX -0.970599089375
6649 1 29 tGravityAccstdX -0.978253538867925
6650 2 29 tGravityAccstdX -0.954189013061225
6651 3 29 tGravityAccstdX -0.9417361925
6652 4 29 tGravityAccstdX -0.984679151833333
6653 5 29 tGravityAccstdX -0.996764227384615
6654 6 29 tGravityAccstdX -0.972939889855073
6655 1 30 tGravityAccstdX -0.979752466923077
6656 2 30 tGravityAccstdX -0.954033624307692
6657 3 30 tGravityAccstdX -0.958890388709677
6658 4 30 tGravityAccstdX -0.978364712258065
6659 5 30 tGravityAccstdX -0.996420919152542
6660 6 30 tGravityAccstdX -0.979563942714286
6661 1 1 tGravityAccstdY -0.971305961473684
6662 2 1 tGravityAccstdY -0.952849233207547
6663 3 1 tGravityAccstdY -0.937018658979592
6664 4 1 tGravityAccstdY -0.935517055957447
6665 5 1 tGravityAccstdY -0.981225957924528
6666 6 1 tGravityAccstdY -0.90772000676
6667 1 2 tGravityAccstdY -0.972116879661017
6668 2 2 tGravityAccstdY -0.92376745375
6669 3 2 tGravityAccstdY -0.940068525531915
6670 4 2 tGravityAccstdY -0.956750273043478
6671 5 2 tGravityAccstdY -0.97419442037037
6672 6 2 tGravityAccstdY -0.988211865208333
6673 1 3 tGravityAccstdY -0.962355639482759
6674 2 3 tGravityAccstdY -0.909825953898305
6675 3 3 tGravityAccstdY -0.946094637755102
6676 4 3 tGravityAccstdY -0.903923008269231
6677 5 3 tGravityAccstdY -0.957425321803279
6678 6 3 tGravityAccstdY -0.981202749677419
6679 1 4 tGravityAccstdY -0.967963221
6680 2 4 tGravityAccstdY -0.923376019038462
6681 3 4 tGravityAccstdY -0.932066041111111
6682 4 4 tGravityAccstdY -0.93272710386
6683 5 4 tGravityAccstdY -0.917613464821429
6684 6 4 tGravityAccstdY -0.969816635740741
6685 1 5 tGravityAccstdY -0.961585474821429
6686 2 5 tGravityAccstdY -0.900511719787234
6687 3 5 tGravityAccstdY -0.912363420851064
6688 4 5 tGravityAccstdY -0.939942979795454
6689 5 5 tGravityAccstdY -0.931973943392857
6690 6 5 tGravityAccstdY -0.985964053846154
6691 1 6 tGravityAccstdY -0.964248568070175
6692 2 6 tGravityAccstdY -0.912900683137255
6693 3 6 tGravityAccstdY -0.93357760125
6694 4 6 tGravityAccstdY -0.960875994727273
6695 5 6 tGravityAccstdY -0.96844910122807
6696 6 6 tGravityAccstdY -0.959161956491228
6697 1 7 tGravityAccstdY -0.969404155087719
6698 2 7 tGravityAccstdY -0.939774255490196
6699 3 7 tGravityAccstdY -0.952678693617021
6700 4 7 tGravityAccstdY -0.945436264583333
6701 5 7 tGravityAccstdY -0.966162998679245
6702 6 7 tGravityAccstdY -0.955543549230769
6703 1 8 tGravityAccstdY -0.956781505625
6704 2 8 tGravityAccstdY -0.931032068536585
6705 3 8 tGravityAccstdY -0.941580934473684
6706 4 8 tGravityAccstdY -0.937462301369565
6707 5 8 tGravityAccstdY -0.958904114074074
6708 6 8 tGravityAccstdY -0.957990036481482
6709 1 9 tGravityAccstdY -0.971242423076923
6710 2 9 tGravityAccstdY -0.901317321632653
6711 3 9 tGravityAccstdY -0.936306558809524
6712 4 9 tGravityAccstdY -0.94645197
6713 5 9 tGravityAccstdY -0.972573867555556
6714 6 9 tGravityAccstdY -0.9699944882
6715 1 10 tGravityAccstdY -0.971114719811321
6716 2 10 tGravityAccstdY -0.937039417446809
6717 3 10 tGravityAccstdY -0.937003823684211
6718 4 10 tGravityAccstdY -0.935690006481481
6719 5 10 tGravityAccstdY -0.975410724090909
6720 6 10 tGravityAccstdY -0.966701156034483
6721 1 11 tGravityAccstdY -0.966240553559322
6722 2 11 tGravityAccstdY -0.924360832962963
6723 3 11 tGravityAccstdY -0.926310469565217
6724 4 11 tGravityAccstdY -0.949792572075472
6725 5 11 tGravityAccstdY -0.981047828723404
6726 6 11 tGravityAccstdY -0.990765579649123
6727 1 12 tGravityAccstdY -0.9646191738
6728 2 12 tGravityAccstdY -0.941378352307692
6729 3 12 tGravityAccstdY -0.94329842826087
6730 4 12 tGravityAccstdY -0.963641979215686
6731 5 12 tGravityAccstdY -0.970482614590164
6732 6 12 tGravityAccstdY -0.974396492666667
6733 1 13 tGravityAccstdY -0.960899845614035
6734 2 13 tGravityAccstdY -0.922054968727273
6735 3 13 tGravityAccstdY -0.92854437106383
6736 4 13 tGravityAccstdY -0.951353064693878
6737 5 13 tGravityAccstdY -0.974681225789474
6738 6 13 tGravityAccstdY -0.975948136290323
6739 1 14 tGravityAccstdY -0.954455935762712
6740 2 14 tGravityAccstdY -0.907231431296296
6741 3 14 tGravityAccstdY -0.920725940666667
6742 4 14 tGravityAccstdY -0.95032266362963
6743 5 14 tGravityAccstdY -0.965781048333333
6744 6 14 tGravityAccstdY -0.94877486372549
6745 1 15 tGravityAccstdY -0.971056501481481
6746 2 15 tGravityAccstdY -0.927648821458333
6747 3 15 tGravityAccstdY -0.925685893571429
6748 4 15 tGravityAccstdY -0.943561411694915
6749 5 15 tGravityAccstdY -0.965687978301887
6750 6 15 tGravityAccstdY -0.986036192361111
6751 1 16 tGravityAccstdY -0.973784841960784
6752 2 16 tGravityAccstdY -0.933657461176471
6753 3 16 tGravityAccstdY -0.955487793617021
6754 4 16 tGravityAccstdY -0.968023206956522
6755 5 16 tGravityAccstdY -0.980552435769231
6756 6 16 tGravityAccstdY -0.966087103857143
6757 1 17 tGravityAccstdY -0.968613202622951
6758 2 17 tGravityAccstdY -0.91597346625
6759 3 17 tGravityAccstdY -0.946576675652174
6760 4 17 tGravityAccstdY -0.9667201059375
6761 5 17 tGravityAccstdY -0.975810476025641
6762 6 17 tGravityAccstdY -0.961466681267606
6763 1 18 tGravityAccstdY -0.975311658928571
6764 2 18 tGravityAccstdY -0.942056881206897
6765 3 18 tGravityAccstdY -0.932962218181818
6766 4 18 tGravityAccstdY -0.984035479473684
6767 5 18 tGravityAccstdY -0.981335941917808
6768 6 18 tGravityAccstdY -0.994093522615385
6769 1 19 tGravityAccstdY -0.958651200384615
6770 2 19 tGravityAccstdY -0.9010448505
6771 3 19 tGravityAccstdY -0.917880864102564
6772 4 19 tGravityAccstdY -0.96996981369863
6773 5 19 tGravityAccstdY -0.971426607808219
6774 6 19 tGravityAccstdY -0.986993149638554
6775 1 20 tGravityAccstdY -0.962003383529412
6776 2 20 tGravityAccstdY -0.92459435372549
6777 3 20 tGravityAccstdY -0.908577153777778
6778 4 20 tGravityAccstdY -0.966983534242424
6779 5 20 tGravityAccstdY -0.957462721369863
6780 6 20 tGravityAccstdY -0.976018476911765
6781 1 21 tGravityAccstdY -0.964144520576923
6782 2 21 tGravityAccstdY -0.941523624255319
6783 3 21 tGravityAccstdY -0.940111830666667
6784 4 21 tGravityAccstdY -0.979355363176471
6785 5 21 tGravityAccstdY -0.977681415955056
6786 6 21 tGravityAccstdY -0.983732936111111
6787 1 22 tGravityAccstdY -0.963639340217391
6788 2 22 tGravityAccstdY -0.941620221904762
6789 3 22 tGravityAccstdY -0.945824352777778
6790 4 22 tGravityAccstdY -0.954225015274194
6791 5 22 tGravityAccstdY -0.971080742857143
6792 6 22 tGravityAccstdY -0.958826938556944
6793 1 23 tGravityAccstdY -0.966550706949153
6794 2 23 tGravityAccstdY -0.910474557058824
6795 3 23 tGravityAccstdY -0.93901254962963
6796 4 23 tGravityAccstdY -0.960917426323529
6797 5 23 tGravityAccstdY -0.984818648823529
6798 6 23 tGravityAccstdY -0.982794562916667
6799 1 24 tGravityAccstdY -0.962578844310345
6800 2 24 tGravityAccstdY -0.916690779830509
6801 3 24 tGravityAccstdY -0.941478979454546
6802 4 24 tGravityAccstdY -0.971692544705882
6803 5 24 tGravityAccstdY -0.968155388695652
6804 6 24 tGravityAccstdY -0.993454358055556
6805 1 25 tGravityAccstdY -0.965093441081081
6806 2 25 tGravityAccstdY -0.931758272769231
6807 3 25 tGravityAccstdY -0.937816011034483
6808 4 25 tGravityAccstdY -0.963415016923077
6809 5 25 tGravityAccstdY -0.980642970675676
6810 6 25 tGravityAccstdY -0.643578361424658
6811 1 26 tGravityAccstdY -0.969040314237288
6812 2 26 tGravityAccstdY -0.937858157818182
6813 3 26 tGravityAccstdY -0.9354258554
6814 4 26 tGravityAccstdY -0.949286700807692
6815 5 26 tGravityAccstdY -0.966986433783784
6816 6 26 tGravityAccstdY -0.987887995263158
6817 1 27 tGravityAccstdY -0.973792999824561
6818 2 27 tGravityAccstdY -0.947713378627451
6819 3 27 tGravityAccstdY -0.934963993181818
6820 4 27 tGravityAccstdY -0.982553336571429
6821 5 27 tGravityAccstdY -0.97964105225
6822 6 27 tGravityAccstdY -0.993701742972973
6823 1 28 tGravityAccstdY -0.968780859814815
6824 2 28 tGravityAccstdY -0.927641087843137
6825 3 28 tGravityAccstdY -0.948404212173913
6826 4 28 tGravityAccstdY -0.971766352361111
6827 5 28 tGravityAccstdY -0.962801441898734
6828 6 28 tGravityAccstdY -0.9697590285
6829 1 29 tGravityAccstdY -0.975272848113208
6830 2 29 tGravityAccstdY -0.923007798367347
6831 3 29 tGravityAccstdY -0.91390306375
6832 4 29 tGravityAccstdY -0.973604289833333
6833 5 29 tGravityAccstdY -0.985134032307692
6834 6 29 tGravityAccstdY -0.99424764884058
6835 1 30 tGravityAccstdY -0.970176562153846
6836 2 30 tGravityAccstdY -0.914933936
6837 3 30 tGravityAccstdY -0.918678752419355
6838 4 30 tGravityAccstdY -0.959361306774194
6839 5 30 tGravityAccstdY -0.95814576338983
6840 6 30 tGravityAccstdY -0.988930714857143
6841 1 1 tGravityAccstdZ -0.947717226105263
6842 2 1 tGravityAccstdZ -0.912379410377358
6843 3 1 tGravityAccstdZ -0.895939695102041
6844 4 1 tGravityAccstdZ -0.949040933191489
6845 5 1 tGravityAccstdZ -0.976324063584906
6846 6 1 tGravityAccstdZ -0.85236629022
6847 1 2 tGravityAccstdZ -0.972072847627119
6848 2 2 tGravityAccstdZ -0.878004056875
6849 3 2 tGravityAccstdZ -0.931438313191489
6850 4 2 tGravityAccstdZ -0.954415873043478
6851 5 2 tGravityAccstdZ -0.945927078703704
6852 6 2 tGravityAccstdZ -0.984230418125
6853 1 3 tGravityAccstdZ -0.952091795
6854 2 3 tGravityAccstdZ -0.909469675084746
6855 3 3 tGravityAccstdZ -0.899943947755102
6856 4 3 tGravityAccstdZ -0.897736318269231
6857 5 3 tGravityAccstdZ -0.928161577377049
6858 6 3 tGravityAccstdZ -0.964807543870968
6859 1 4 tGravityAccstdZ -0.962968112
6860 2 4 tGravityAccstdZ -0.919619453269231
6861 3 4 tGravityAccstdZ -0.937753794444444
6862 4 4 tGravityAccstdZ -0.9509492546
6863 5 4 tGravityAccstdZ -0.899404775267857
6864 6 4 tGravityAccstdZ -0.976176608888889
6865 1 5 tGravityAccstdZ -0.964580803928571
6866 2 5 tGravityAccstdZ -0.92141958
6867 3 5 tGravityAccstdZ -0.927192732978723
6868 4 5 tGravityAccstdZ -0.945008999545455
6869 5 5 tGravityAccstdZ -0.914608495714286
6870 6 5 tGravityAccstdZ -0.977076645
6871 1 6 tGravityAccstdZ -0.957205025789474
6872 2 6 tGravityAccstdZ -0.906196352156863
6873 3 6 tGravityAccstdZ -0.934378766458333
6874 4 6 tGravityAccstdZ -0.955475832363636
6875 5 6 tGravityAccstdZ -0.942795062280702
6876 6 6 tGravityAccstdZ -0.928130738421053
6877 1 7 tGravityAccstdZ -0.952159770526316
6878 2 7 tGravityAccstdZ -0.881675909607843
6879 3 7 tGravityAccstdZ -0.92875646893617
6880 4 7 tGravityAccstdZ -0.868602535416667
6881 5 7 tGravityAccstdZ -0.939161014716981
6882 6 7 tGravityAccstdZ -0.961908984423077
6883 1 8 tGravityAccstdZ -0.956640104791667
6884 2 8 tGravityAccstdZ -0.876168930487805
6885 3 8 tGravityAccstdZ -0.897190012631579
6886 4 8 tGravityAccstdZ -0.935475331521739
6887 5 8 tGravityAccstdZ -0.918293913703704
6888 6 8 tGravityAccstdZ -0.94183626337037
6889 1 9 tGravityAccstdZ -0.955523995576923
6890 2 9 tGravityAccstdZ -0.89407107877551
6891 3 9 tGravityAccstdZ -0.876641297380952
6892 4 9 tGravityAccstdZ -0.88585411242
6893 5 9 tGravityAccstdZ -0.932245295111111
6894 6 9 tGravityAccstdZ -0.9712046902
6895 1 10 tGravityAccstdZ -0.957862728301887
6896 2 10 tGravityAccstdZ -0.864745838297872
6897 3 10 tGravityAccstdZ -0.902085224736842
6898 4 10 tGravityAccstdZ -0.966898520555556
6899 5 10 tGravityAccstdZ -0.959579657727273
6900 6 10 tGravityAccstdZ -0.963045642431035
6901 1 11 tGravityAccstdZ -0.960852684067797
6902 2 11 tGravityAccstdZ -0.906933171111111
6903 3 11 tGravityAccstdZ -0.925814906086956
6904 4 11 tGravityAccstdZ -0.971661610754717
6905 5 11 tGravityAccstdZ -0.989433253617021
6906 6 11 tGravityAccstdZ -0.984192606315789
6907 1 12 tGravityAccstdZ -0.9502762272
6908 2 12 tGravityAccstdZ -0.938071183269231
6909 3 12 tGravityAccstdZ -0.935399348043478
6910 4 12 tGravityAccstdZ -0.956208629607843
6911 5 12 tGravityAccstdZ -0.939534099016393
6912 6 12 tGravityAccstdZ -0.9596439555
6913 1 13 tGravityAccstdZ -0.948637587719298
6914 2 13 tGravityAccstdZ -0.910271096181818
6915 3 13 tGravityAccstdZ -0.893962984042553
6916 4 13 tGravityAccstdZ -0.930979556938776
6917 5 13 tGravityAccstdZ -0.976827157368421
6918 6 13 tGravityAccstdZ -0.959892863709677
6919 1 14 tGravityAccstdZ -0.947516969830508
6920 2 14 tGravityAccstdZ -0.875450819074074
6921 3 14 tGravityAccstdZ -0.879565316666667
6922 4 14 tGravityAccstdZ -0.938415738148148
6923 5 14 tGravityAccstdZ -0.940757718
6924 6 14 tGravityAccstdZ -0.90130385627451
6925 1 15 tGravityAccstdZ -0.95805876537037
6926 2 15 tGravityAccstdZ -0.92161847875
6927 3 15 tGravityAccstdZ -0.93400831
6928 4 15 tGravityAccstdZ -0.952973658983051
6929 5 15 tGravityAccstdZ -0.958810153207547
6930 6 15 tGravityAccstdZ -0.950710357083333
6931 1 16 tGravityAccstdZ -0.961387254313726
6932 2 16 tGravityAccstdZ -0.907649558823529
6933 3 16 tGravityAccstdZ -0.910588943191489
6934 4 16 tGravityAccstdZ -0.945813561478261
6935 5 16 tGravityAccstdZ -0.959562830769231
6936 6 16 tGravityAccstdZ -0.967886002
6937 1 17 tGravityAccstdZ -0.956903248196721
6938 2 17 tGravityAccstdZ -0.930159843541667
6939 3 17 tGravityAccstdZ -0.901097766521739
6940 4 17 tGravityAccstdZ -0.9566106440625
6941 5 17 tGravityAccstdZ -0.969171762179487
6942 6 17 tGravityAccstdZ -0.957164565211268
6943 1 18 tGravityAccstdZ -0.97248384875
6944 2 18 tGravityAccstdZ -0.907839723965517
6945 3 18 tGravityAccstdZ -0.921661749636364
6946 4 18 tGravityAccstdZ -0.978340183157895
6947 5 18 tGravityAccstdZ -0.976044291369863
6948 6 18 tGravityAccstdZ -0.990957249538462
6949 1 19 tGravityAccstdZ -0.929187930961539
6950 2 19 tGravityAccstdZ -0.83693567475
6951 3 19 tGravityAccstdZ -0.899363131794872
6952 4 19 tGravityAccstdZ -0.960394960821918
6953 5 19 tGravityAccstdZ -0.958862043972603
6954 6 19 tGravityAccstdZ -0.988819031566265
6955 1 20 tGravityAccstdZ -0.953850439607843
6956 2 20 tGravityAccstdZ -0.904064093529412
6957 3 20 tGravityAccstdZ -0.919693532888889
6958 4 20 tGravityAccstdZ -0.935854966151515
6959 5 20 tGravityAccstdZ -0.942437325616438
6960 6 20 tGravityAccstdZ -0.9765185525
6961 1 21 tGravityAccstdZ -0.974939388076923
6962 2 21 tGravityAccstdZ -0.932716253829787
6963 3 21 tGravityAccstdZ -0.916324556888889
6964 4 21 tGravityAccstdZ -0.965426493882353
6965 5 21 tGravityAccstdZ -0.958590002247191
